descricao,interacoes,reviews,tamanho,tempo_de_analise
95,0,2,4,399
67,0,1,2,1
0,5,3,100,1139
12,0,1,7,1
249,12,3,2,26
299,1,1,9,87
0,4,2,10,92
932,3,1,240,1359
12,0,1,2,1
54,1,1,20,1
654,8,10,99,136
12,1,1,2,1
296,2,1,39,196
12,0,1,41,64
101,4,6,64,163
288,0,1,7,4
528,0,1,10,9
1491,5,8,3123,162
21,0,1,10,118
12,1,6,34,829
336,1,3,62,163
11,1,2,8,32
48,1,1,2,4
113,7,2,3,92
164,5,2,351,113
65,3,4,14,89
178,3,2,2,645
54,4,1,137,93
399,5,6,40,245
372,6,4,152,155
398,4,16,101,110
12,0,1,3,1
416,3,2,254,545
330,2,3,48,41
204,0,1,2,22
613,0,1,10,5
514,5,1,5,122
23,1,1,10,3
301,1,1,13,42
258,7,9,278,207
466,1,2,178,20
154,6,1,168,3523
1081,1,1,24,29
290,2,3,7,30
266,0,3,14,79
360,2,2,47,21
64,3,1,123,2
0,1,1,61,3
13,1,3,2,378
12,6,8,61,757
0,0,1,4,1
644,1,1,768,12
96,2,2,1,16
0,1,1,151,20
96,0,1,4,1
742,5,2,515,48
445,6,1,240,24
56,1,1,0,51
36,0,1,4,24
12,1,3,674,90
862,4,1,122,2
12,3,4,60,112
12,0,1,134,56
10,1,3,41,223
12,1,1,9,22
414,2,3,477,34
635,0,1,298,5
746,2,2,366,11
3356,7,4,92,6252
1461,9,2,150,1890
52,10,2,93,534
409,2,2,7,22
1515,2,2,362,18
396,1,1,10,644
0,0,3,67,2
55,4,4,452,1968
641,2,1,104,1132
616,0,4,121,1
84,0,1,8,49
950,2,1,1959,246
283,0,3,41,3
532,5,2,8,115
531,1,3,179,560
12,1,1,21,10
175,1,1,2,532
902,3,1,136,92
73,7,2,16,257
67,0,1,2,8
85,2,1,20,8160
19,3,1,4,1460
101,1,1,4,14
216,6,1,8,22
48,5,3,42,165
607,1,1,2,1
195,1,2,84,3
187,0,2,0,49
566,1,2,1,1
0,0,1,11,19
240,0,1,12,50
502,5,1,21,12
461,0,1,37,19
152,0,9,316,354
852,2,4,86,35
135,0,1,2,28
397,0,1,19,2
1641,5,9,2206,96
271,2,1,11,20
12,1,1,68,17
234,0,1,63,3
128,0,1,1,3
61,5,4,21,166
165,0,1,84,79
316,0,3,2,73
532,0,3,6,69
455,1,2,15,58
253,4,1,16,210
114,1,1,15,31
380,3,10,58,1018
14304,0,1,444,1
1292,11,2,58,8
528,4,1,20,34
14648,0,1,495,8
511,1,2,13,19
512,3,4,29,2
1705,5,7,1673,142
432,0,5,786,20
448,1,2,48,95
22,1,1,20,5
336,4,16,106,146
944,1,4,109,36
915,0,1,16,1
275,4,2,33,108
254,5,1,24,52
985,1,1,40,74
171,1,1,7,52
610,3,1,44,165
282,1,1,1,2
443,3,4,17,930
252,1,1,35,5872
623,1,1,13,19
365,1,1,11,19
1683,0,3,947,47
71,1,3,184,45
207,0,6,89,48
20,1,1,31,24
296,0,1,2,9
381,3,9,284,17
656,2,4,36,1
570,2,2,10,18
380,8,1,2,1661
1174,2,4,64,40
357,0,1,99,2
537,10,3,18,1433
1104,2,1,419,91
370,0,1,17,22
380,1,1,21,1581
380,1,2,23,28
1461,6,2,77,8997
0,1,1,2,9
93,1,1,18,4
173,1,1,8,17
547,2,1,9,616
437,0,2,102,1507
317,0,1,16,18
286,1,1,4,7
530,0,1,24,1
241,11,3,52,92
68,1,4,650,1671
415,2,4,6,128
0,0,1,18,68
22,2,1,2,64
1114,1,2,20,5
158,1,1,2,7424
56,0,1,66,27
240,0,1,4,12
1063,3,6,18,70
380,2,1,3,9
14,1,1,74,26
303,1,1,162,47
422,1,5,42,170
426,0,1,421,2
665,1,1,4,24
226,6,1,63,147
578,1,2,16,4
2,2,1,8,5
118,1,1,7,119
0,3,5,1024,130
55,0,2,101,1
103,10,10,24,281
754,2,1,17,24
372,2,4,70,243
52,0,1,2,2
280,1,1,15,20
160,0,1,6,68
267,0,1,11,13
380,1,4,2,101
183,1,3,24,184
438,9,11,43,50
1913,2,2,51,353
631,3,6,5,163
54,4,1,5,12
12,0,1,2,3
436,20,1,226,894
10,0,1,2,3
77,1,1,12,1
147,1,3,60,21
14,3,1,3,22
23,0,1,7,3
196,5,1,30,14
380,1,2,85,77
898,6,1,60,68
629,8,1,10,65
422,4,11,34,229
115,3,3,10,58
1092,1,6,15,50
1302,8,2,477,37
380,5,2,29,17
28,0,1,3,3
96,0,1,2,3
56,1,1,8,2
1423,1,1,8,64
312,1,1,17,802
164,6,1,34,51
622,1,1,2,49
382,2,1,9,380
22,0,1,18,21
719,0,2,133,58
300,0,1,151,15
1060,0,1,209,99
380,2,2,12,7097
2570,8,13,127,322
97,0,1,6,3
454,1,2,1,34
127,6,28,82,506
115,4,3,654,17
373,1,1,16,1
375,2,1,156,16
432,2,2,6,22
364,0,1,8,4
58,0,3,8,4
1427,55,8,13,3472
27,1,1,0,1
24,0,1,80,102
63,0,3,35,76
62,0,8,1102,33
775,8,4,109,502
626,3,2,111,2075
552,2,1,50,117
566,3,1,24,58
73,1,1,11,4
16,3,2,32,519
610,0,6,19,13
62,3,2,887,42
538,3,3,25,21
543,0,3,13,3214
601,0,1,28,17
380,2,2,2,6246
731,4,1,56,143
74,1,8,266,5
480,1,1,6,87
527,0,3,42,2
378,1,1,483,90
1139,4,6,40,212
54,1,1,150,408
83,0,1,41,6785
1423,8,8,35,9166
12,2,1,30,16
726,2,1,118,12
128,1,1,6,110
692,2,2,122,11
55,25,2,14,102
687,0,5,18,84
380,0,1,29,151
741,2,1,11,26
1760,3,4,67,87
380,1,1,13,57
285,13,3,58,1450
23,1,2,32,1442
380,2,1,12,924
380,1,1,2,134
1470,10,11,162,127
380,1,1,8,5
380,1,1,17,5
380,2,1,30,5
14,0,1,4,19
656,1,1,40,18
2552,2,6,139,239
422,1,1,10,18
31,0,1,2,13
62,4,1,23,14
402,2,6,7,27
5618,3,6,9990,2391
548,0,1,17,1
24,6,1,5,3
460,1,1,8,5
20,1,4,16,29
621,5,1,9,16
660,4,2,47,535
23,1,1,4,32
319,0,1,4,12
939,3,5,20,1348
748,2,1,5,46
12,0,1,3,9
26,1,1,6,16
61,0,1,128,13
668,2,3,9,660
185,9,2,117,10
128,0,2,237,17
151,1,5,25,63
1353,9,1,32,7694
723,5,3,420,564
441,5,1,9,196
1522,6,3,4625,237
234,2,7,12,166
989,38,1,86,9095
571,1,1,320,121
507,3,1,2,264
161,1,2,24,330
830,1,12,56,2242
698,4,7,110,264
70,3,1,13,14
381,1,1,79,275
469,4,13,267,498
380,3,1,4,59
223,0,1,1,37
462,1,1,8,10
269,3,3,205,48
407,0,1,7,16
380,0,6,25,150
56,0,3,372,45
101,0,1,4,19
123,0,1,19,140
119,7,7,22,2993
197,0,1,4,1
380,0,1,1,11
84,0,1,34,86
666,2,5,2122,90
2,1,1,12,977
264,2,1,1,595
785,4,6,154,68
1165,3,5,109,166
206,3,5,151,20
11,4,1,267,36
703,10,2,31,319
934,6,2,2,215
604,1,1,2,2802
717,0,1,35,15
356,4,4,2,5477
338,1,1,2,14
2245,4,3,1408,152
40,2,1,12,5
521,0,1,1,38
173,2,4,31,21
464,1,2,1,9
172,1,1,2,16
237,0,1,3,15
236,0,1,23,1
1118,0,3,52,18
789,0,1,584,20
124,0,1,71,17
466,5,1,11,3
414,2,4,96,66
230,1,10,1335,68
380,1,2,142,6779
168,0,1,9,22
49,0,2,2,9
605,5,6,120,754
578,1,1,6,121
380,0,1,7,15
1942,5,2,113,65
407,7,3,198,36
380,0,1,17,1
380,1,1,14,1
363,0,1,2,2
2,0,1,2,2
94,0,1,124,2
10,0,1,2,93
274,0,2,17,24
77,0,1,6,9
987,1,1,25,29
71,1,4,56,6579
56,4,3,2,24
383,0,1,17,12
51,1,1,2,3
496,1,1,10,111
311,7,2,629,6551
957,1,1,2,12
343,0,2,9,16
79,2,1,109,103
56,1,1,193,1
77,0,1,5,68
19,3,3,244,70
152,0,1,63,67
99,2,2,29,68
988,1,1,6,14
390,14,3,532,1505
511,10,3,27,1
308,1,1,148,44
22,0,1,8,15
138,5,1,26,1
498,11,4,57,428
399,0,9,51,51
53,0,1,2,14
301,3,1,11,211
837,4,1,37,183
17,1,2,3,4
380,0,1,31,5
618,8,9,39,530
174,2,3,71,3
626,1,1,10,152
302,3,1,6,21
379,1,1,21,91
88,0,5,1087,144
685,0,3,353,94
375,2,2,1,62
97,2,1,26,1196
410,1,1,2,26
0,0,3,114,18
166,0,3,40,40
542,18,3,14,4290
432,3,2,2,40
2561,7,1,129,8873
457,0,3,173,43
1026,4,2,234,5
366,2,1,110,23
353,0,1,122,14
779,1,1,33,13
99,0,1,130,18
125,0,1,6,124
941,3,8,56,360
260,2,1,2,44
380,4,4,43,1037
366,0,1,3,145
381,1,1,5,29
122,0,1,49,1072
532,2,1,62,49
96,1,1,6,1047
233,0,1,10,9
130,2,1,92,12
355,0,2,12,21
257,1,1,6,2
44,1,1,2,1
439,1,1,2,2
44,0,2,4,68
135,9,5,74,2498
380,1,1,24,710
345,1,1,28,5986
389,3,1,4,21
376,0,2,28,1
10,2,1,7,824
251,3,1,494,22
22,0,1,9,13
14,0,1,41,21
13,2,1,10,23
22,8,1,18,5881
496,2,2,5,102
16,0,1,15,91
357,3,3,23,99
44,0,1,24,109
425,0,1,1,791
605,6,19,182,109
152,1,1,23,1
515,5,2,89,90
813,8,3,270,741
945,5,1,84,512
91,8,1,81,63
582,0,4,1168,207
281,5,1,72,48
391,7,1,9,14
21,6,1,6,457
41,0,2,198,43
374,0,2,266,42
286,0,1,15,131
58,1,1,5,21
258,0,1,906,94
1636,3,1,1147,144
501,2,2,191,253
380,2,1,14,4
1635,5,3,120,5631
961,12,3,138,285
2276,0,2,209,15
252,1,2,92,15
123,0,1,10,22
14,2,2,18,7
368,0,2,11,2
878,3,2,184,187
1309,9,1,995,102
0,1,4,829,71
380,3,1,1,106
71,1,1,0,1
0,1,1,160,43
403,3,2,61,42
256,0,2,9,1
269,0,1,253,26
12,8,1,6,46
151,0,2,66,40
375,0,1,74,7
229,0,2,44,74
929,7,3,20,255
1815,7,1,8,669
453,4,6,2,191
607,11,2,79,355
594,1,3,80,69
293,12,6,133,677
482,1,1,2,149
998,6,2,78,628
381,2,1,10,5213
363,0,1,14,4
536,5,8,21,755
380,3,1,10,93
22,0,1,28,2
22,0,1,10,57
12,0,1,14,42
1248,3,3,68,436
14,3,2,78,23
609,2,4,19,218
129,0,1,28,17
118,0,2,16,19
716,6,1,140,5125
536,8,1,6,435
972,0,1,30,1
422,0,1,4,3
22,2,1,3,1
22,2,10,44,21
380,0,1,43,2
380,0,1,2,1
380,0,1,4,1
176,0,2,2,4
150,0,1,55,12
0,0,1,22,13
700,2,5,54,146
840,2,1,25,5077
961,2,3,18,39
99,0,4,141,148
56,3,1,16,32
376,8,4,49,690
422,2,6,34,33
1900,19,1,17,2957
3614,18,8,304,107
502,1,1,14,102
792,0,1,3,100
752,2,1,53,102
812,0,1,170,66
439,0,2,2,77
418,0,1,2,63
14,2,1,7,91
381,2,1,8,45
148,3,1,10,19
276,3,1,14,74
380,0,1,6,18
463,0,1,3,5
10,0,1,2,8
0,0,1,2,1
118,0,1,5,18
117,0,1,40,11
142,1,1,34,10
933,17,1,85,4876
245,1,6,824,7
551,4,6,85,157
108,2,1,16,69
380,2,5,3,69
1834,4,4,85,117
380,0,1,12,70
439,2,3,43,3432
380,1,1,8,111
1529,3,1,119,4886
215,8,1,5,29
294,0,1,94,20
963,4,2,541,19
1161,1,5,35,152
20,2,1,193,1
128,1,1,4,42
144,0,3,27,25
420,3,3,343,46
1137,3,5,253,41
585,4,1,251,1
380,3,1,11,8022
127,0,1,12,114
338,2,1,13,44
159,0,1,13,6
0,0,1,2,3
2414,2,2,6,64
178,0,4,182,71
131,3,2,56,65
1083,12,2,115,1044
380,3,1,4,12
438,0,1,1,17
324,4,1,24,17
3145,9,20,2907,263
471,3,4,9,346
381,2,1,6,161
71,0,1,21,7
547,1,1,15,112
595,1,2,416,4517
1009,1,1,4,304
196,0,1,47,42
60,0,1,19,7
471,3,3,15,4525
514,0,1,46,49
380,1,1,48,223
232,1,4,7,15
568,18,7,30,228
113,0,1,48,1
290,10,3,138,73
551,0,1,27,15
371,0,1,4,2
1319,7,5,58,182
858,31,3,70,79
192,0,1,655,163
22,4,1,25,879
686,0,1,6,14
129,1,1,2,1
1351,4,5,17,48
83,1,2,100,25
22,0,2,19,22
1620,10,3,113,24
192,0,1,74,1
274,3,3,10,42
792,7,5,41,18
21,0,3,26,96
872,1,7,277,18
470,0,1,2,11
2297,7,2,396,11
316,0,1,111,1694
554,2,1,57,593
189,2,1,1,4
232,2,1,17,4
20,3,3,188,90
381,0,1,46,5
380,3,3,57,102
381,3,5,69,4424
2,1,2,125,1406
22,4,1,105,69
481,14,1,50,91
610,2,10,92,431
470,2,1,18,2398
380,0,1,11,129
380,0,1,15,1100
40,0,1,2,1
69,0,1,4,1
556,3,1,6,738
873,0,1,2,1
2,7,3,288,151
375,0,1,9,2
49,1,3,32,42
22,0,2,5,16
604,1,3,129,3
1037,0,1,3,24
2718,8,4,72,1403
55,0,1,39,9
75,0,1,4,4
434,4,2,139,962
1141,8,1,90,106
513,1,6,350,39
56,1,1,9,1
330,12,3,28,358
620,2,3,101,23
482,0,1,360,1
79,1,1,18,1
793,4,1,14,297
396,3,2,28,71
667,1,1,186,72
971,3,1,16,293
780,6,1,93,279
472,0,1,7,606
3476,1,2,74,10
380,0,1,50,596
22,1,1,9,2532
565,1,1,2,4
266,5,1,20,41
134,5,5,122,206
136,2,1,288,23
22,0,4,206,172
14,1,1,558,23
573,0,3,45,20
785,0,2,75,19
22,0,1,52,5
638,1,6,83,2
1075,3,2,2,204
369,6,4,5,1472
1196,7,3,1050,719
184,2,1,10,154
498,1,1,18,127
851,1,12,8,1183
68,1,2,32,46
1592,4,3,164,68
99,2,3,814,122
229,0,2,117,91
593,1,1,21,3
395,0,1,29,74
949,5,1,9,1425
375,1,1,4,76
452,6,1,35,72
493,0,1,5,4
1105,22,16,848,538
454,2,1,14,503
143,0,1,918,47
121,1,1,13,44
380,1,1,8,11
111,0,1,2,6
1418,9,3,403,612
23,3,1,5,185
345,5,11,479,295
955,1,10,162,1
552,2,2,26,98
291,1,3,6,71
22,0,1,19,71
1452,13,1,22,623
24,0,1,2,67
20,1,2,85,62
564,0,4,2,37
478,1,5,39,1768
22,2,2,12,17
2575,0,5,884,46
60,1,2,10,3
424,1,3,3,2
589,3,2,18,21
380,0,1,187,16
31,0,1,2,7
54,0,2,8,19
13,0,5,52,13
378,3,1,19,516
691,1,1,2,16
3438,1,7,228,5042
520,6,1,109,3025
12,1,1,1,71
523,2,1,24,7
54,0,2,295,20
849,1,1,3,2
12,0,1,3,72
462,1,1,19,63
694,2,2,4,71
666,8,1,19,511
909,0,2,123,68
861,1,4,67,69
249,1,1,4,54
547,1,1,36,22
153,4,1,13,3477
512,7,5,34,202
284,0,1,41,20
707,4,7,408,26
381,1,1,4,9
354,0,1,43,18
927,3,2,143,235
655,3,1,6,1
892,1,1,2,22
987,0,8,769,21
382,0,1,17,3
117,1,1,2,2
532,1,2,291,118
166,0,1,4,92
317,0,1,22,1
452,5,3,2,513
380,0,1,96,28
381,0,1,358,27
380,0,1,69,27
104,1,4,98,4
49,0,2,2017,94
1819,2,1,33,106
401,2,1,53,95
429,19,9,454,32
149,3,2,9,5
1152,1,2,1054,164
408,1,1,5,261
28,1,1,60,1
728,0,5,123,74
974,2,6,92,40
1999,12,8,1050,252
91,0,1,831,15
639,0,1,4,25
666,4,3,115,371
0,0,1,2,2
230,1,1,55,26
406,2,6,608,22
289,0,1,2,3
366,0,6,94,72
476,1,1,16,12
43,3,1,54,14
1306,0,1,116,15
890,1,8,17,74
480,0,1,50,74
308,0,5,166,73
678,0,1,55,21
1897,0,1,407,12
541,0,1,5,23
753,0,1,49,2
1309,3,1,14,1720
693,0,4,35,1
624,7,4,57,1558
232,5,1,26,2255
422,0,1,10,74
137,1,1,1,10
397,0,1,4,73
384,1,1,68,43
0,0,1,6,55
689,5,1,6,3
256,0,2,44,24
279,0,1,21,1
199,0,1,12,6
193,0,1,30,6
22,0,1,2,1
128,0,1,14,6
245,0,1,23,6
132,0,1,6,1
469,0,1,2,16
353,1,1,28,212
54,18,13,531,1924
192,2,1,46,148
452,0,1,2,2
299,0,1,2,2
175,0,1,2,5
381,0,1,50,1
809,1,4,4,46
1669,1,3,162,116
939,1,1,5,16
55,1,1,79,91
17,0,9,47,185
501,8,36,493,277
409,0,1,5,1
426,3,1,152,28
0,2,1,3,256
13,2,9,88,170
170,1,1,6,1
438,4,1,18,15
13,0,3,16,2
325,0,1,2,2
355,3,1,748,215
308,1,1,13,6
1473,3,1,3028,22
93,0,1,16,8
428,0,1,1,39
388,1,4,13,3
591,14,4,329,2083
407,0,1,2,4
1231,1,1,106,14
79,0,1,2,3
15,0,1,1,15
467,0,1,4,6
381,7,2,43,321
767,2,1,7,163
906,16,7,387,868
1580,5,2,113,2150
522,1,1,10,2654
365,7,8,2751,145
2,0,2,2,89
1326,2,2,25,2921
433,1,3,5,21
805,1,1,176,77
423,0,1,2,5
202,0,1,85,23
1169,1,4,73,1
504,2,1,40,937
468,1,2,4,94
1250,2,14,181,635
76,0,2,4,256
1559,6,4,997,78
401,1,2,2,55
437,1,1,3,55
452,0,1,2,11
409,0,1,8,44
171,0,2,499,14
181,4,2,18,104
78,1,1,6,3862
462,1,2,22,70
379,4,3,28,578
477,1,1,114,212
9,1,1,2,160
1533,8,10,19,221
556,2,5,15,163
382,3,3,6,123
23,0,1,238,65
531,1,5,31,836
468,1,1,4,11
388,2,2,8,580
397,3,2,4367,101
363,1,1,5,90
38,1,1,35,3
381,2,2,16,9
11,0,1,2,10
394,7,9,690,166
1550,1,1,149,273
13,4,6,25,94
688,1,6,235,333
578,2,1,75,292
381,1,1,2,71
407,1,1,324,331
1908,3,2,132,771
422,1,5,5,61
27,0,1,2,589
13,0,1,10,22
81,1,1,4,3
423,0,1,40,9
256,3,1,10,12
14,1,1,2,10
1084,6,2,78,1987
109,1,2,62,20
1054,8,14,244,730
212,1,7,20,283
30,1,1,6,4
415,1,1,2,44
678,1,2,16,2020
382,5,1,2,1
306,3,1,482,954
657,1,1,91,120
483,3,1,8,290
464,3,1,12,471
1282,6,2,82,208
451,5,1,8629,97
382,1,1,2,210
221,0,1,99,61
415,0,2,6,8
381,0,1,4,5
381,1,3,8,5
381,0,1,29,2
834,7,4,12,43
366,0,1,70,2
167,1,4,133,41
357,0,1,48,24
136,4,2,59,318
355,0,2,21,66
519,2,4,145,91
518,0,3,68,65
406,2,2,41,49
381,0,7,57,395
84,3,2,11,19
382,11,2,4,1846
464,0,4,3,349
210,2,1,50,2
543,13,1,29,892
24,0,1,10,5
692,9,4,39,86
955,3,1,69,134
257,10,1,10,297
375,0,1,0,5
381,0,1,14,28
326,2,1,18,1
630,2,3,2,23
2,0,1,485,10
350,1,1,8,10
460,0,1,206,23
305,3,2,17,26
710,3,1,90,1476
70,2,1,49,5
43,0,2,55,4
730,3,6,8,191
541,79,14,171,2765
804,0,1,94,90
381,0,1,4,4
15,0,2,35,116
125,1,1,2,2
1622,5,2,475,119
866,0,3,3,68
42,1,6,165,76
381,0,1,6,3
58,0,6,319,530
361,0,4,38,6
24,0,3,9,49
462,0,1,30,1
48,1,5,773,34
103,0,2,105,21
42,1,1,11,1
440,0,1,290,44
371,5,1,1,1251
13,0,1,13,47
368,0,3,70,20
11,1,4,489,39
843,0,1,100,92
13,0,1,31,2
394,1,1,4,44
104,5,1,21,1239
190,1,1,4,37
536,1,2,12,39
181,0,1,109,155
1185,2,7,63,72
69,0,6,44,73
1042,0,2,169,18
922,7,1,33,115
708,2,1,5,1637
379,0,1,6,2
380,0,1,39,82
97,0,2,4,11
13,1,7,6,68
581,4,1,55,214
1595,9,7,99,412
15,0,5,6,504
92,9,5,226,514
53,0,3,15,433
704,22,2,27,1316
147,1,4,375,2737
808,1,4,15,22
30,0,2,85,963
335,0,1,91,5
379,0,1,8,52
264,10,3,6,1021
464,3,1,21,1363
443,0,1,2,66
378,2,2,20,924
379,0,1,5,40
371,3,4,3,63
485,2,3,39,91
75,2,9,196,23
13,1,2,2,2
13,0,2,1,23
1439,22,2,32,435
76,1,1,6,7
746,6,4,37,43
1513,2,3,25,1087
292,0,1,15,2
219,1,1,52,5
59,15,11,3079,624
13,2,1,22,139
156,3,1,30,5
0,0,1,14,11
0,1,1,10,2476
799,2,2,39,4127
529,21,1,76,771
67,6,10,232,332
370,2,1,252,72
463,5,2,16,889
645,1,1,62,1209
379,2,3,21,58
827,4,1,6,617
558,0,1,6,38
156,1,3,3,303
488,0,1,6,18
724,1,2,34,1502
27,2,3,651,244
427,2,2,77,104
610,3,1,22,371
266,0,1,18,2
1138,2,17,159,502
273,0,1,3,139
113,1,3,2,526
877,2,1,1,59
338,0,1,159,4
324,2,1,28,18
64,0,1,5,70
403,3,17,676,1769
212,0,2,41,23
2762,8,10,247,425
145,4,1,16,89
379,1,1,12,5
379,10,1,65,529
379,3,3,6,713
55,1,3,105,2350
798,1,1,4,31
1084,4,6,266,544
1470,4,2,72,22
1247,4,8,162,115
367,2,3,2,314
47,1,1,15,10
479,3,2,19,474
609,0,1,11,71
373,2,1,12,55
65,0,1,56,2
378,0,2,7,259
379,0,1,12,3
693,0,5,58,2
186,1,1,65,45
459,1,3,0,17
975,0,1,27,10
379,7,1,14,7
13,1,10,130,43
599,1,2,23,71
1656,7,5,127,146
379,9,6,43,1
379,2,6,400,141
461,1,1,6,311
379,0,1,2,122
624,0,3,4,2
54,4,4,75,2
1812,2,6,192,172
616,4,2,36,69
409,7,4,2,77
303,3,1,17,71
361,1,1,11,23
379,0,3,271,41
558,0,2,5,8
379,9,2,7,3
483,2,1,11,15
500,0,1,40,2
1458,0,1,24,16
501,18,1,136,68
377,0,1,93,16
441,0,1,5,29
563,0,1,26,491
379,2,1,66,11
22,2,8,78,22
586,1,1,9,15
200,1,1,2,14
294,0,1,9,20
0,0,2,25,1
411,1,9,74,33
374,2,3,345,2
19,0,1,17,15
235,0,2,6,15
218,4,4,35,190
424,2,6,35,92
158,6,4,74,92
87,8,2,10,165
630,1,1,51,3
285,4,9,780,169
0,0,3,171,3
97,0,1,119,2
303,3,17,162,28
95,1,2,12,1498
1333,5,1,141,3
499,4,3,127,695
112,0,1,70,1
765,2,4,128,93
13,0,2,43,258
368,0,5,9,98
592,1,5,14,88
46,8,1,2,15
263,4,1,39,473
921,4,2,43,1308
838,1,2,10,1476
627,1,1,9,37
227,2,1,1286,57
13,1,2,10,2
350,6,1,315,19
467,1,18,338,28
423,3,10,45,550
1062,2,7,2,1228
478,1,14,113,511
43,1,3,292,1
734,1,2,2,11
184,1,1,9,126
379,1,4,78,23
118,0,1,138,17
113,0,1,119,13
361,1,2,125,93
364,1,1,6,53
990,3,3,6,892
640,4,1,46,166
251,1,1,23,98
461,12,1,1583,72
379,1,1,10,49
64,1,1,33,3
379,2,3,19,32
72,0,1,3,17
132,2,2,2,741
546,1,4,28,21
265,1,1,2,14
13,2,1,42,4
35,1,2,7,4
538,0,1,1,2
197,0,5,30,49
13,1,1,1,4
145,0,1,34,3
46,1,1,6,24
1090,0,1,876,5
97,1,1,12,23
47,5,1,10,22
79,0,2,4,19
123,1,1,254,18
127,0,1,3,1
379,3,3,8,78
383,1,2,78,91
383,2,1,4,623
756,6,3,19,933
2574,1,3,5,1339
118,3,3,16,43
207,0,1,4,39
631,4,1,11,72
905,3,1,54,39
707,1,1,1,1251
248,1,4,6,1
13,0,2,2,21
53,2,2,379,22
379,6,1,2,38
1385,4,8,31,119
347,4,6,207,18
1579,6,36,549,603
76,4,1,6,17
403,3,2,2,458
380,1,2,8,496
23,2,1,12,402
278,1,6,125,621
755,18,3,102,2448
617,1,1,2,61
43,0,1,82,161
13,0,2,3,353
401,58,10,683,669
372,0,1,3374,307
628,1,2,37,293
1170,11,1,69,766
842,3,1,123,210
438,3,3,30,180
443,0,1,9,139
441,1,1,145,777
71,0,1,2,33
236,0,2,6,27
845,0,3,7,40
441,0,1,2,20
519,2,3,15,143
584,4,4,37,305
544,2,1,2,1
1713,1,20,75,136
507,6,1,14,2
94,0,1,357,4
512,3,1,29,3
252,1,1,17,26
1922,0,1,335,18
71,1,1,4,16
23,1,2,242,20
43,0,2,13,1
515,11,3,92,96
17,1,3,17,102
3160,3,8,224,248
122,0,6,1406,2
454,0,7,125,4
116,2,4,119,263
421,4,2,9,535
49,0,1,23,1
431,5,1,49,47
454,0,1,25,1
2194,9,4,71,20
1578,8,3,513,160
68,0,2,47,119
714,0,1,296,28
535,2,1,49,25
0,0,1,27,1
129,10,1,21,48
313,6,4,269,25
0,0,1,4432,25
100,2,1,1477,20
0,0,1,13,10
769,1,1,1,95
111,2,2,62,5
2,0,1,762,72
23,0,1,8,1
22,2,4,29,117
110,0,4,34,91
55,3,5,341,233
855,13,7,147,394
1025,0,1,3,641
398,2,1,6,25
457,6,2,9,39
13,1,1,17,93
56,4,4,159,356
457,3,1,4,37
582,0,11,305,48
297,0,1,216,5
3424,6,2,56,48
1118,1,2,42,20
13,1,3,4,21
240,0,1,22,21
232,0,5,43,114
379,2,2,8,35
23,0,3,47,24
529,0,1,38,61
379,5,2,7,82
392,0,1,2,43
23,0,4,6,193
822,1,1,2500,354
436,2,3,2,141
426,4,2,26,623
590,4,2,15,20
57,0,1,4,2
601,2,1,108,1
531,0,3,1,84
429,8,5,62,849
1014,2,4,164,64
166,0,3,6,74
437,0,1,12,670
434,0,1,11,41
378,6,3,12,1137
271,1,1,40,1
1921,0,2,1250,45
106,3,1,2,22
415,0,1,17,4
134,0,1,61,16
107,0,1,37,419
378,0,1,194,164
409,4,1,5,1
638,2,2,5,3
27,0,2,9,2
625,0,2,450,46
0,0,1,2,11
281,0,1,12,1
388,0,1,4,4
375,7,1,501,1319
23,0,1,11,17
15,1,4,70,25
437,0,1,6,122
22,0,1,16,1
461,0,1,10,121
212,1,23,181,816
372,2,19,208,361
110,0,1,2,10
23,1,4,372,21
378,1,1,9,92
494,0,1,4,33
156,1,2,2,46
407,3,3,665,46
449,0,2,8,108
23,0,3,106,3
699,2,3,6,9
378,0,1,8,8
85,0,1,15,5
378,15,1,15,694
301,1,1,19,36
293,0,1,2,3
393,1,1,10,19
13,1,1,8,10
114,1,2,9,4
59,0,1,9,4
575,1,1,11,218
13,0,1,2,1
420,1,1,2,1
176,0,1,677,1
27,0,3,2057,8
476,0,1,41,15
177,12,30,1532,947
87,1,21,1136,264
1164,1,2,686,138
0,0,1,26,18
205,1,7,26,114
87,1,3,853,83
882,2,11,398,157
21,1,3,3,108
42,2,2,4,19
156,4,1,80,25
932,3,17,999,127
87,1,4,11,46
805,1,1,53,119
419,1,1,27,7
315,0,2,131,1
67,0,3,8,13
108,0,1,360,30
419,0,14,40,92
322,3,1,101,14
419,0,4,57,17
1318,4,5,311,482
1083,2,4,163,23
689,3,3,2,80
28,0,2,23,71
316,0,1,1526,79
399,2,1,2,676
625,7,1,9,166
77,0,1,26,66
35,4,4,26,69
66,0,1,1,65
535,0,2,3,217
776,0,3,597,16
380,1,1,2,1
24,0,3,36,770
548,4,1,1022,88
591,6,5,135,209
21,0,14,78,25
23,0,1,54,11
21,0,1,4,1
654,3,1,22,21
569,0,1,12,17
409,3,1,22,323
1662,2,1,16,82
0,0,4,43,64
23,0,1,10,67
624,0,2,15,69
376,2,3,15,45
504,2,1,14,110
1052,5,4,92,430
286,2,1,650,31
503,0,1,20,2
423,0,1,12,1
71,0,1,31,23
22,0,1,88,11
23,0,6,42,15
501,0,2,92,65
